NEE,LE,LE_unc,H,H_unc,Tau,Tau_unc,CO2_strg,LE_strg,H_strg,Pa,Ta,RH,VPD,Rnet,Rg,G1,G2,G3,G4,Tsoil1,Tsoil2,VWC_1,VWC2,Precipitation,Windspeed,Winddir,FootprintFraction,Ustar,TKE,Tstar,L,zL,TER,GEP
6.0385,6.6777,0.43605,-23.183,1.3007,0.10247,0.0064213,-0.020971,-0.0563,-0.048838,101.509,14.4,86.04,2.28,-41.651,0.0,-34.469,-20.337,-18.683,-30.947,16.233,16.324,0.18017,0.2697,0.0,1.6289,207.12,97,0.29,0.51221,-0.064638,92.247,0.01292,6.35701,0.31701
2.2057,-4.2969,1.5086,-30.405,1.8612,0.052782,0.0044631,0.018541,0.026373,0.086583,101.488,1.94,90.57,0.66,-79.19,0.0,-25.592,-21.338,-16.987,-16.609,2.1796,2.5117,0.27988,0.43806,0.0,1.9539,214.8,96,0.2,0.3874,-0.11589,24.194,0.059912,2.06519,-0.14481
3.2235,17.296,1.5354,-8.7841,1.0823,0.030798,0.0032263,0.11508,0.32721,-0.38465,102.565,13.25,68.19,4.83,-19.14,0.0,-0.76296,4.5342,9.6375,1.8462,14.074,13.823,0.21657,0.39261,0.0,1.287,270.76,96,0.16,0.17189,-0.044416,39.444,0.036748,3.04783,-0.17217
6.3581,22.319,1.6048,-18.212,1.4312,0.077896,0.0059459,0.071712,0.16915,-0.063959,100.264,14.46,84.81,2.49,-7.302,0.0,-11.655,-10.918,-10.611,-13.723,15.725,15.271,0.24401,0.37463,0.0,1.2916,232.28,97,0.25,0.39343,-0.058604,78.617,0.015881,8.74373,2.3837
3.0649,20.084,1.8005,6.6474,0.62253,0.017857,0.0015851,-0.025674,-0.3863,0.25933,102.14,12.48,73.75,3.79,6.529,46.32,-0.59723,0.69203,2.4143,0.77789,15.695,15.222,0.14313,0.29067,0.0,1.2311,299.1,96,0.12,0.070546,0.044168,-22.999,-0.064188,3.79528,0.73528
4.4113,10.826,0.85203,-22.799,1.2308,0.18836,0.012084,0.0067019,0.117,0.028733,100.842,16.31,77.73,4.12,-18.551,0.0,-9.159,-9.8546,-5.4653,-6.7248,17.089,17.403,0.1799,0.30234,0.0,3.352,202.44,96,0.4,1.4233,-0.047189,237.41,0.0060359,4.89709,0.48709
2.1597,24.319,1.3147,-52.37,2.3606,0.2295,0.013533,0.013716,0.16866,-0.14994,102.943,9.76,73.66,3.18,-38.37,0.0,-3.4953,-4.4016,-4.9832,-4.0869,7.0725,7.2514,0.29078,0.47985,0.0,4.1927,192.27,96,0.43,1.4155,-0.096291,131.6,0.011117,2.34714,0.18714
1.269,3.4376,0.26381,-44.871,2.1249,0.1748,0.010033,0.028816,0.0068575,-0.36011,99.942,3.28,82.84,1.32,-74.51,0.0,-17.789,-13.623,-12.148,-12.343,2.4687,2.8847,0.29818,0.46468,0.0,3.6521,232.17,96,0.37,1.2255,-0.094923,100.75,0.014387,0.99701,-0.27299
4.0375,23.487,4.4839,-12.766,2.8038,0.028247,0.0038909,-0.37679,-0.97882,-0.8888,102.905,13.82,67.64,5.1,-16.637,0.0,2.7808,9.5718,6.4098,7.2449,18.189,17.731,0.21381,0.40577,0.0,0.54023,117.82,72,0.15,0.27584,-0.067351,23.853,0.057267,5.39131,1.3513
0.95099,-1.4227,0.23457,-6.652,0.85165,0.011768,0.0013865,-0.062028,0.10783,0.21093,100.096,0.95,94.19,0.38,-20.23,0.0,-10.863,-10.978,-11.941,-11.405,3.1302,2.4985,0.22362,0.36599,0.0,1.0785,256.75,95,0.1,0.11663,-0.05397,11.705,0.13243,1.37564,0.42564
5.128,-5.6313,0.32484,-12.171,0.74749,0.010591,0.00079945,-0.22594,0.16578,0.065258,102.575,6.32,91.65,0.8,-22.37,0.0,-19.317,-18.992,-15.872,-20.249,8.0705,7.6033,0.23852,0.45525,0.0,1.2262,163.48,96,0.09,0.075574,-0.10373,5.5258,0.25625,3.95751,-1.1725
7.2199,6.3264,2.4616,-16.004,2.0521,0.085844,0.0064311,-0.73431,1.0428,1.558,101.315,11.92,78.05,3.06,-24.35,0.0,-14.426,-15.877,-13.956,-17.219,15.172,15.072,0.074341,0.24051,0.0,1.7752,247.77,97,0.26,0.52,-0.048646,101.05,0.014079,6.04878,-1.1712
2.6474,12.94,2.4397,-30.892,1.5751,0.30271,0.012849,-0.051586,0.43344,0.33938,100.88,9.47,87.2,1.51,-1.812,0.0,5.745,3.8731,2.9368,3.6313,7.3809,7.4462,0.29558,0.45492,0.0,4.8304,170.93,96,0.49,1.6549,-0.049906,343.23,0.0042231,2.3796,-0.2704
3.0252,-19.648,4.7045,-6.9208,0.77427,0.0093097,0.00051874,0.22672,-0.6698,-0.68319,102584.0,7.28,93.52,0.66,-48.344,0.0,-14.115,-11.227,-15.128,-11.275,13.356,13.728,0.64275,0.2987,0.0,0.76819,261.24,96,0.09,0.046652,-0.062999,8.0542,0.13963,5.20967,2.1797
2.8529,-6.6808,0.58239,-8.7604,1.1451,0.00439,0.00064453,0.031331,0.080282,-0.86803,101.8,6.71,77.35,2.22,-36.602,0.0,-10.798,-6.7334,-4.2582,-4.3556,10.081,10.0,0.26017,0.42406,0.0,0.61466,191.7,93,0.06,0.05715,-0.11654,2.0638,0.7268,3.05294,0.20294
1.2322,1.5595,0.49175,-18.364,1.0091,0.0096479,0.00079453,0.029238,-0.50424,0.026649,102.524,9.34,67.63,3.79,-46.531,0.0,-19.8,-8.4509,-2.1326,-10.225,7.7527,7.8264,0.22947,0.40586,0.0,1.2389,169.17,94,0.09,0.076986,-0.16495,3.2356,0.44799,1.78621,0.55621
4.658,1.8168,0.59196,-11.187,1.2692,0.041516,0.0045779,0.012851,0.2183,0.17208,100.93,10.15,91.3,1.08,-11.73,0.0,-14.354,-14.044,-14.796,-13.555,11.526,10.91,0.29135,0.55205,0.0,1.6045,280.09,96,0.18,0.32609,-0.048829,48.33,0.031933,4.01931,-0.64069
8.5744,30.377,2.9069,-16.31,1.389,0.072403,0.0050959,0.22347,0.68285,-0.53899,101.812,16.74,70.9,5.53,-10.502,0.0,0.48348,0.7395,4.4652,4.35,19.187,19.314,0.34706,0.31757,0.0,1.4908,273.37,97,0.24,0.30604,-0.054247,78.614,0.014859,8.85885,0.28885
1.389,-0.25944,0.13001,-0.4456,0.2464,0.00095991,0.0002753,-0.22618,-0.25553,-0.43674,102.294,10.14,80.55,2.4,-22.27,0.0,-11.52,-6.485,-0.74824,-7.6309,12.842,12.427,0.21059,0.3882,0.0,0.1476,189.27,80,0.03,0.032913,-0.012712,4.2164,0.34378,2.83082,1.4408
5.5064,6.4496,0.84012,-51.873,3.6565,0.12563,0.0080307,-0.053721,0.30609,0.41159,103555.6,6.63,82.38,1.72,-54.026,0.0,-11.8,-12.539,-13.918,-10.636,8.425,8.7763,0.57931,0.3363,0.0,2.3556,237.76,96,0.31,0.65472,-0.12786,52.632,0.026332,3.69121,-1.8188
0.79156,-5.3928,0.54269,-11.392,1.0012,0.0090895,0.0010779,0.0069192,0.049796,0.035453,101.124,-1.81,92.76,0.39,-70.7,0.0,-10.071,-8.9421,-10.37,-9.8954,2.2093,1.6266,0.20132,0.35197,0.0,0.99048,193.92,92,0.08,0.090513,-0.10416,4.5285,0.34228,1.27884,0.48884
8.4323,29.505,1.5689,-24.936,0.97869,0.20065,0.01047,-0.051001,-0.085668,-0.024587,101.199,14.23,81.01,3.07,-12.169,0.0,0.14867,-4.3198,-2.0845,-1.3406,18.778,18.521,0.45763,0.29362,0.0,3.1784,176.31,96,0.41,1.1719,-0.049762,235.19,0.0057787,8.58849,0.15849
10.039,30.359,18.85,-10.147,0.52688,0.031057,0.0030599,0.3017,-0.34066,-0.28359,101.618,13.17,91.7,1.25,-32.172,0.0,-11.245,-13.742,-14.354,-11.483,19.041,19.407,0.61471,0.44647,0.0,0.90619,206.42,97,0.16,0.17786,-0.051254,34.906,0.041623,10.46072,0.42072
2.1801,7.6096,0.95193,-12.782,1.0689,0.027041,0.0027992,-0.021156,0.16805,0.12786,101.815,8.89,82.74,1.96,5.3107,0.0,-1.1949,-0.1534,0.6231,0.2927,7.7165,7.8288,0.32359,0.49574,0.0,1.1747,241.07,96,0.15,0.21114,-0.068725,21.905,0.06542,1.78836,-0.39164
3.6008,10.64,0.71578,-17.358,1.1312,0.16815,0.010447,0.040376,-0.18056,-0.2463,100.931,18.62,71.6,6.08,-18.592,0.0,-0.65417,0.74432,4.8899,2.4483,19.513,19.497,0.17829,0.29668,0.0,3.3238,191.88,96,0.37,1.2162,-0.038144,266.2,0.0053832,5.44698,1.847
6.0899,23.517,1.2596,-25.034,1.3698,0.066025,0.0053529,-0.01131,0.00010812,0.013037,101.323,12.92,84.34,2.33,-11.54,0.0,-1.6492,-0.80308,1.7834,-1.2084,12.279,12.123,0.32773,0.60467,0.0,1.9736,246.66,96,0.23,0.57852,-0.086859,43.859,0.032285,5.73853,-0.35147
1.3521,-2.0414,0.24488,-37.993,2.5206,0.09206,0.007288,0.010521,-0.11661,-0.50258,100.204,5.46,81.6,1.65,-78.54,0.0,-13.776,-7.8414,-7.5891,-11.535,6.8377,5.5174,0.27731,0.40229,0.0,2.5565,260.33,96,0.27,0.59157,-0.111,45.954,0.03373,2.1773,0.8273
7.7634,17.689,1.6722,-40.927,3.1766,0.12897,0.0088822,0.05937,0.069236,-0.9754,102.021,19.73,53.98,0.11,-73.33,0.0,-19.462,-0.75323,4.077,-5.7907,22.823,22.141,0.027627,0.26438,0.0,2.4878,233.71,96,0.32,0.76383,-0.10317,73.891,0.017078,9.39565,1.6356
2.2534,24.195,2.1785,-56.678,3.5062,0.13334,0.0078084,0.025386,-0.13651,-0.2298,101.496,12.55,69.69,4.4,-58.12,0.0,-9.3921,-5.7382,-14.494,-16.35,13.26,11.081,0.22279,0.39924,0.0,2.9871,190.43,96,0.33,0.78441,-0.13829,55.315,0.027416,3.10234,0.85234
3.7816,7.7282,1.0564,-35.805,2.4933,0.087793,0.0065098,0.07236,-0.20186,-0.54981,101947.0,14.17,73.34,4.3,-62.769,0.0,8.2637,5.5035,-0.38153,4.6064,17.557,16.986,0.64581,0.34933,0.0,2.3116,174.04,96,0.27,0.50963,-0.10766,47.072,0.032716,3.4561,-0.3239
6.4185,60.231,3.2992,-26.289,1.5523,0.20768,0.011353,0.021891,-0.1998,-0.2924,100.62,20.86,75.46,6.03,10.179,33.04,10.682,11.193,13.463,9.5148,23.023,22.791,0.36088,0.38314,0.0,2.4029,228.21,97,0.42,1.2545,-0.052197,245.21,0.0047636,9.51534,3.0953
12.277,-28.013,11.121,-7.6439,0.75693,0.028888,0.0024857,0.40367,0.23981,0.27788,101876.4,11.22,89.68,1.37,-8.0932,0.0,-7.1929,-7.1369,-10.028,-5.8231,12.691,13.077,0.79082,0.4495,0.0,1.1248,182.95,96,0.15,0.17389,-0.039878,41.001,0.032494,5.3961,-6.8839
1.2861,4.7281,0.56039,-16.641,1.5506,0.029926,0.0026057,0.031559,0.10088,-0.9305,102.916,6.47,63.87,3.48,-28.013,0.0,4.717,5.595,5.1575,5.5871,7.2197,6.8752,0.46257,0.33529,0.0,1.4435,249.63,96,0.15,0.16945,-0.084329,19.126,0.080517,1.88093,0.59093
1.9505,2.0045,0.38102,-4.6974,0.57444,0.011708,0.001382,0.17203,-0.026709,-0.47313,102.216,11.34,79.11,2.8,-36.76,0.0,-8.0334,-7.69,-3.1393,-6.6401,14.162,13.736,0.14292,0.29494,0.0,0.88771,279.12,96,0.1,0.087908,-0.038458,17.164,0.086011,3.52197,1.572
3.1755,46.104,2.6575,4.359,2.3003,0.17279,0.011109,-0.083906,0.25472,0.7687,100.403,14.43,81.48,3.04,55.834,180.48,-15.275,-14.468,2.5373,4.9303,16.596,14.497,0.52193,0.7878,0.0,4.1143,181.83,96,0.38,1.4613,0.0094129,-1083.4,-0.0013536,4.37791,1.1979
2.4418,14.534,0.82599,-52.965,2.5194,0.15894,0.0095808,-0.019012,-0.12354,0.22681,101.256,2.02,80.27,1.39,-63.631,0.0,-3.7417,-8.6646,-9.5022,-7.1033,5.2828,4.6809,0.51467,0.37954,0.0,2.4777,249.44,96,0.35,0.80471,-0.1165,72.7,0.021056,2.65933,0.21933
2.3737,4.4942,0.49151,-15.076,0.85767,0.02344,0.0016735,0.047295,-0.29875,-0.53744,100.851,13.32,78.36,3.3,-21.189,0.0,9.3212,10.716,12.12,10.05,11.716,11.596,0.55416,0.38656,0.0,1.6213,168.06,96,0.14,0.11528,-0.088069,15.488,0.099434,2.22937,-0.14063
4.9317,104.2,12.313,-45.547,2.6349,0.08406,0.0061824,0.0014974,-0.13736,-0.48608,100631.5,16.76,79.2,3.96,-61.713,0.0,4.6533,3.012,-2.452,2.3713,21.686,21.368,0.57549,0.29863,0.0,1.6083,193.31,97,0.26,0.48947,-0.14133,35.588,0.030282,9.79562,4.8656
2.7711,14.066,0.86313,-21.085,2.6381,0.091451,0.0064286,-0.1168,0.14177,0.26109,102680.5,7.21,80.21,2.01,-4.2047,0.0,-1.8622,-1.9523,-1.6226,-1.7159,5.8024,5.8462,0.56295,0.34175,0.0,2.3468,223.66,96,0.27,0.57337,-0.061233,81.218,0.017641,1.95823,-0.81177
2.983,2.1452,0.56643,-52.892,2.5235,0.14159,0.0084526,0.0091117,-0.17102,-0.088705,101647.3,7.84,82.08,1.9,-68.903,0.0,-6.5464,-6.1828,-7.0421,-5.6875,7.8501,8.0626,0.60256,0.37029,0.0,2.4866,185.29,96,0.34,0.70721,-0.12418,63.118,0.021957,2.90309,-0.076905
8.6369,3.3112,1.2515,-8.8179,1.1256,0.0068091,0.00065021,0.98841,-0.30879,-1.2993,101.446,17.31,76.76,4.58,-34.721,0.0,-3.3986,-2.6548,-1.3747,0.21339,21.118,21.182,0.1417,0.12127,0.0,0.90941,310.06,77,0.08,0.05892,-0.095842,4.2231,0.2766,10.02729,1.3873
7.1938,12.231,1.078,-32.018,2.5436,0.022416,0.0018462,0.12676,-0.24675,-0.8265,101.467,12.52,67.39,4.72,-70.7,0.0,-15.768,-6.5383,-5.4763,-5.7246,16.12,15.397,0.2239,0.41084,0.0,1.0266,216.47,96,0.13,0.10561,-0.19058,6.7481,0.21172,5.92811,-1.2619
3.1354,5.2591,0.88616,-27.271,2.5415,0.088578,0.0080305,0.02426,-0.083451,-0.276,98871.44,7.24,82.98,1.73,-20.663,0.0,2.5803,2.727,3.0685,2.4115,5.9927,5.9749,0.57992,0.36324,0.0,2.5112,200.33,96,0.27,0.64803,-0.081992,61.703,0.023221,4.47743,1.3374
1.7386,-4.7808,0.60872,-35.797,3.204,0.074034,0.0069374,0.014143,-0.12623,-0.080903,101.411,2.82,86.81,0.99,-70.24,0.0,-25.495,-20.806,-17.781,-16.141,2.3438,2.8637,0.28783,0.44394,0.0,2.0299,201.22,96,0.24,0.65692,-0.11542,34.327,0.042226,2.05625,0.31625
2.2873,2.1681,0.7698,-8.4293,0.73382,0.014567,0.0017064,0.042285,0.18649,-0.52241,101.227,11.07,86.22,1.81,-14.589,0.0,-10.888,-3.2889,-1.4416,-4.332,13.233,13.569,0.31512,0.47131,0.0,1.0144,213.82,96,0.11,0.12939,-0.06212,13.366,0.10721,3.15504,0.86504
2.1318,2.6047,0.83335,-45.885,4.5058,0.2159,0.0074593,-0.0063294,-0.025311,0.069326,101208.9,11.61,92.79,0.98,-15.919,0.0,3.714,4.03,4.9526,3.1457,9.0362,8.929,0.61977,0.39706,0.0,2.0151,236.16,97,0.42,0.7108,-0.087883,140.65,0.0098057,3.07537,0.94537
1.6386,4.8954,1.6779,-31.812,1.9248,0.17341,0.0072794,-0.13853,0.53833,0.78362,98.713,4.85,88.11,1.02,-20.61,0.0,-5.4436,-5.6068,-6.5415,-4.7026,3.0036,3.224,0.28936,0.45743,0.0,3.6408,169.22,96,0.37,0.82577,-0.068144,143.13,0.010127,1.38649,-0.25351
5.3675,7.4733,1.2006,-1.8263,0.42736,0.0077284,0.00096434,0.32544,0.47242,0.15975,101.703,12.39,87.44,1.8,19.249,45.63,-21.444,-18.272,-16.921,-19.734,15.218,15.085,0.22465,0.40858,0.0,0.30912,230.81,97,0.08,0.039622,-0.01847,23.937,0.044471,8.15956,2.7896
1.706,17.316,0.88225,-31.812,1.4264,0.16963,0.0089377,-0.0036283,0.2165,0.10554,101.013,9.25,79.89,2.34,3.1637,0.0,3.005,3.3089,2.8786,2.1312,6.5805,6.6384,0.31059,0.48373,0.0,3.6799,174.27,96,0.37,0.87323,-0.068605,139.41,0.010279,1.57991,-0.13009
2.1371,17.056,0.90745,-60.173,2.9486,0.21378,0.013154,-0.00014517,-0.15369,-0.20428,98.286,6.02,74.72,2.36,-73.55,0.0,-19.451,-13.827,-9.5969,-10.998,4.8349,5.2778,0.28723,0.44661,0.0,3.6048,203.35,96,0.42,1.2805,-0.11661,104.55,0.013865,2.47713,0.33713
1.9506,-3.6338,0.14909,-45.093,2.0573,0.10639,0.0053587,-0.00097397,-0.037285,0.028892,101828.4,4.83,83.43,1.42,-64.198,0.0,-5.1206,-5.8352,-6.8793,-4.8724,5.3141,5.4879,0.55552,0.33126,0.0,3.1028,280.93,96,0.29,0.4957,-0.12144,47.322,0.030278,1.84865,-0.10135
3.2023,0.74304,0.7123,-29.496,1.7079,0.16317,0.010816,-0.01393,0.012191,-0.18685,100.95,10.68,89.14,1.39,-39.65,0.0,-4.879,0.28448,2.0516,0.26602,10.134,10.11,0.14741,0.46292,0.0,3.5939,242.73,96,0.36,1.2333,-0.06499,143.21,0.010823,2.93402,-0.26598
2.4165,7.0276,4.953,-25.319,1.2639,0.10254,0.0066668,-0.018219,0.15215,-0.15598,100.069,8.11,81.82,1.96,-36.439,0.0,-8.0931,-3.1269,-1.8117,-2.6754,7.5123,7.8089,0.17595,0.41483,0.0,3.1735,189.38,96,0.29,0.66301,-0.07043,82.394,0.018812,1.90294,-0.51706
3.567,6.1993,0.92019,-10.258,2.6969,0.0058576,0.00099373,0.28878,0.08742,-1.0404,101.237,13.94,64.84,0.06,-43.53,0.0,-13.678,-2.5943,-0.50639,-6.0913,14.107,14.646,0.086338,0.2879,0.0,0.60851,213.36,96,0.07,0.077202,-0.1218,2.7061,0.56783,5.30773,1.7377
1.2039,-0.94795,0.15035,-13.007,0.8413,0.0288,0.00198,-0.09,0.13653,0.3014,102587.6,1.17,87.98,0.8,-45.96,0.0,-11.413,-11.573,-13.061,-9.3938,3.0699,3.3985,0.56999,0.34001,0.0,1.8774,151.6,95,0.15,0.17202,-0.0667,22.444,0.0686,0.90943,-0.29057
0.77617,-0.33951,0.16765,-15.058,0.96781,0.010911,0.00099649,0.069896,-0.11379,-0.854,100.327,3.33,75.15,0.02,-73.81,0.0,-14.926,-11.26,-5.5372,-13.865,4.5514,4.4869,0.28046,0.4887,0.0,1.4567,289.71,95,0.09,0.076387,-0.12888,4.4961,0.33431,1.58446,0.80446
3.2391,-4.0225,1.289,-12.98,1.503,0.026434,0.0025403,0.06187,0.36821,-0.087701,100.903,12.15,70.04,4.23,-32.74,0.0,-9.6221,-1.9796,3.4379,-4.6395,14.09,13.623,0.081562,0.2474,0.0,1.4265,198.14,96,0.15,0.18912,-0.071293,21.372,0.071899,2.91185,-0.32815
1.8199,9.7909,0.67054,-20.843,1.2638,0.14828,0.0093674,-0.027632,0.22819,0.32349,100900.5,8.26,82.59,1.9,-3.782,0.0,-0.82216,-1.0073,-0.32142,-0.85811,6.3866,6.3502,0.55324,0.3281,0.0,2.9949,184.44,96,0.35,0.88283,-0.048025,173.08,0.0082781,1.98387,0.16387
2.5028,-7.3956,1.4304,-24.508,1.6148,0.038255,0.0025216,0.097219,-0.30089,-0.49489,100618.2,11.48,84.31,2.12,-50.345,0.0,3.6835,1.6398,3.4929,1.5483,11.739,11.576,0.73834,0.43692,0.0,1.7127,144.41,90,0.18,0.23531,-0.11187,19.7,0.069669,3.33756,0.83756
1.0733,5.8313,0.31176,-14.495,0.84119,0.041756,0.0032418,-0.0038178,-0.10606,-0.042598,102.507,6.46,85.87,1.36,-8.56,0.0,4.1199,4.4403,4.6593,4.062,4.6833,4.8371,0.21795,0.36135,0.0,2.0821,228.31,94,0.18,0.27554,-0.062265,36.357,0.042633,1.33383,0.26383
3.3327,6.4175,0.35656,-16.005,0.79265,0.064499,0.004669,-0.067715,-0.1138,-0.10038,101444.1,11.1,92.05,1.05,-8.0264,0.0,3.5314,3.7732,4.5197,3.1315,9.3381,9.245,0.61585,0.39218,0.0,1.7946,213.01,96,0.23,0.34494,-0.055982,65.517,0.021051,3.13165,-0.19835
1.7187,8.4753,0.44884,-17.769,0.93002,0.064412,0.0038835,0.0080132,-0.011493,-0.16849,102330.8,10.83,84.58,2.0,-4.137,0.0,4.803,5.5429,5.9033,4.6763,7.6777,7.6885,0.5598,0.33905,0.0,2.4953,160.05,96,0.23,0.339,-0.061921,58.354,0.02639,2.06597,0.34597
3.3877,-0.036624,0.18228,-10.894,0.7553,0.033193,0.0021499,-0.015608,0.10309,0.080475,101.84,12.13,91.47,0.01,-46.82,0.0,-12.492,-14.353,-16.999,-14.586,15.569,15.092,0.34942,0.69261,0.0,1.3774,293.92,96,0.16,0.13958,-0.053473,34.892,0.036166,5.62108,2.2311
6.4837,14.73,0.83101,-24.505,1.2616,0.20075,0.012617,0.017414,-0.032777,-0.18783,102.36,16.76,82.07,3.41,-9.1744,0.0,3.1735,3.0768,3.2602,2.3827,14.967,14.9,0.51104,0.36093,0.0,2.5807,217.71,97,0.41,1.039,-0.04878,240.95,0.0059916,6.05779,-0.42221
1.4395,7.5433,0.39442,-20.932,1.2785,0.057168,0.0044175,0.031415,-0.0085435,-0.22394,101.424,-0.59,76.14,1.39,-85.3,0.0,-20.196,-21.469,-22.812,-20.719,2.479,2.3706,0.28806,0.48852,0.0,2.3334,296.6,95,0.21,0.41179,-0.076379,39.034,0.037478,2.08172,0.64172
11.372,1.3437,0.84804,-21.55,1.2202,0.061746,0.003136,0.18926,-0.5552,-0.66482,102.139,18.09,85.08,3.09,-54.57,0.0,-2.7571,-0.39795,3.9771,-1.8845,20.394,19.026,0.19788,0.32523,0.0,1.6704,159.47,96,0.23,0.25809,-0.077556,47.21,0.03269,12.13303,0.76303
0.80506,0.65581,0.17635,-1.775,0.16122,0.0031109,0.00057119,-0.080924,0.048837,0.036429,99.928,5.19,93.55,0.01,-9.2988,0.0,-8.8441,-5.4727,-4.9308,-5.2238,5.6303,5.8666,0.23665,0.44554,0.404,0.59324,154.48,86,0.05,0.050048,-0.028548,5.9147,0.24393,2.90096,2.091
1.4393,-3.9592,0.37249,-18.456,1.4706,0.028647,0.0039674,-0.013294,-0.30362,-0.47833,98.372,4.85,90.68,0.8,-57.535,0.0,-15.06,-10.481,-5.8704,-5.4022,7.2694,8.0323,0.34924,0.5163,0.0,1.3939,224.81,96,0.15,0.24604,-0.097432,16.613,0.086258,1.92124,0.48124
3.0534,-5.6519,0.44775,-22.443,1.8847,0.036968,0.0038496,0.061619,-0.12531,-0.57844,101.089,7.29,79.35,2.1,-58.646,0.0,-16.525,-12.904,-7.5822,-6.2788,12.494,12.723,0.19323,0.30866,0.0,1.789,203.36,96,0.17,0.28628,-0.10333,19.864,0.073828,4.01103,0.96103
6.9044,45.687,3.9784,-48.793,2.024,0.25737,0.01362,-0.026926,-0.66026,-0.18399,99.17,13.2,82.64,2.63,-30.753,0.0,-2.724,-4.3516,-4.0764,-2.8691,14.352,14.253,0.56914,0.38202,0.0,2.8409,226.36,97,0.46,1.3609,-0.086707,176.41,0.0079179,6.36119,-0.53881
5.9574,5.1186,0.71262,-10.482,0.63601,0.011596,0.00071262,-0.30262,0.6717,0.41459,101740.7,10.77,85.11,1.92,-13.265,5.61,-14.326,-11.949,-16.535,-11.719,15.654,15.942,0.6609,0.31361,0.0,0.87002,153.97,96,0.1,0.058949,-0.086324,7.5891,0.14201,8.66688,2.7069
2.4966,4.7472,0.62493,-27.2,1.5348,0.07772,0.0047002,0.038118,-0.06999,-0.045056,100517.7,10.79,83.19,2.17,-39.465,0.0,1.4212,1.3093,0.31648,1.1569,10.569,10.66,0.77201,0.41415,0.0,2.2102,169.1,96,0.25,0.46061,-0.087062,51.229,0.027053,3.65126,1.1513
3.1183,9.6391,0.61284,-58.378,2.4121,0.1834,0.0083187,-0.021693,-0.099309,0.37069,100.725,12.39,78.43,3.1,-62.41,0.0,-4.8914,-5.5804,-1.7281,-5.2249,10.232,10.251,0.3419,0.60598,0.0,4.3827,165.37,96,0.39,0.97322,-0.12183,87.155,0.017323,2.72297,-0.39703
1.9008,11.499,0.61028,-45.765,1.9725,0.13677,0.0072611,-0.0020335,0.010092,-0.11963,100.027,0.45,81.21,1.18,-76.694,0.0,-6.9768,-9.9155,-11.84,-9.0596,3.5523,3.1615,0.51908,0.39478,0.0,2.5584,287.76,96,0.33,0.54586,-0.10889,67.211,0.024371,2.60498,0.70498
9.2223,6.7285,1.7086,-4.718,1.0951,0.0058715,0.00077628,0.60193,-0.14169,-0.21474,102225.4,13.42,81.89,2.78,-21.726,7.31,-2.7144,-3.0318,-9.6945,-2.9588,19.669,19.43,0.61456,0.32798,0.0,0.3623,262.02,94,0.07,0.065856,-0.054699,6.1442,0.20048,11.00847,1.7885
2.0552,13.275,0.69487,-63.408,3.2919,0.14969,0.011026,0.0078165,0.073791,-0.16027,98.938,6.49,72.44,2.66,-75.43,0.0,-14.116,-8.2582,-4.6767,-6.3689,4.2629,4.8335,0.28387,0.44564,0.0,3.1841,213.29,96,0.35,1.0417,-0.14648,57.977,0.025001,2.34089,0.28089
2.6458,-11.429,4.3481,-34.115,2.4321,0.057919,0.0040969,-0.0041777,0.24216,0.19508,100.918,4.13,90.22,0.8,-59.384,0.0,-24.643,-17.215,-15.961,-15.878,3.7257,4.0472,0.25612,0.42902,0.0,2.1647,197.4,96,0.21,0.34154,-0.12492,25.215,0.057486,1.50343,-1.1466
1.5078,8.9025,0.79742,-17.102,1.1362,0.052336,0.0042056,0.018272,-0.059474,-0.23581,100.606,6.73,82.57,1.71,-20.133,0.0,-13.375,-9.0373,-5.7927,-10.131,7.9087,7.5288,0.1982,0.35297,0.0,1.6257,254.75,96,0.2,0.34194,-0.066268,43.944,0.032985,2.12941,0.61941
1.1315,9.1801,0.61428,-14.321,0.98789,0.031764,0.0026829,-0.0058335,-0.12676,-0.12296,102.755,8.14,81.17,2.03,-3.201,0.0,6.6776,6.8536,7.7199,7.3458,4.6634,5.158,0.22402,0.37792,0.0,1.65,205.68,96,0.16,0.24388,-0.070643,24.598,0.063013,1.58126,0.45126
3.0434,4.1036,0.81983,-10.215,0.99907,0.018283,0.0023069,-0.25145,-0.56284,-0.12314,100.915,15.44,88.51,2.01,-43.095,0.0,-1.021,0.93623,2.3316,-6.4514,18.403,18.084,0.56825,0.7296,0.0,1.1108,222.95,96,0.12,0.1314,-0.067709,15.955,0.089813,4.22294,1.1829
19.747,32.411,9.6586,-19.44,4.5227,0.014663,0.0017855,2.081,0.97597,-1.7102,102.163,20.16,68.52,7.42,-9.4091,0.0,-6.9154,5.7447,12.331,1.0895,22.919,22.791,0.18115,0.33708,0.0,0.3413,276.23,97,0.11,0.050614,-0.14413,6.1136,0.17412,11.42177,-8.3282
0.99067,7.8805,0.34541,-51.708,2.0969,0.17555,0.0099287,0.012237,-0.061891,-0.17137,99.003,2.72,79.19,1.54,-76.04,0.0,-17.693,-13.674,-13.473,-12.569,1.6286,1.8681,0.28476,0.45261,0.0,4.0326,206.1,96,0.38,1.2107,-0.10958,88.341,0.016408,0.93647,-0.053526
